date,product,capacity_price,offered_capacity,allocated_capacity,month,gas,coal
2021-07-10,NEG_20_24,2.77,100,100,7,5.96,439.0
2021-07-11,NEG_20_24,2.99,50,50,7,5.96,439.0
2021-07-12,NEG_20_24,8.42,100,100,7,3.91,123.35
2021-07-13,NEG_20_24,5.65,50,50,7,2.84,67.2
2021-07-14,NEG_20_24,4.64,80,80,7,4.01,295.0
2021-07-15,NEG_20_24,4.28,80,80,7,2.43,127.15
2021-07-16,NEG_20_24,5.24,50,50,7,2.66,105.75
2021-07-17,NEG_20_24,27.9,10,10,7,2.66,105.75
2021-07-18,NEG_20_24,35.9,10,10,7,2.66,105.75
2021-07-19,NEG_20_24,20.55,40,40,7,4.53,330.0
2021-07-20,NEG_20_24,49.0,50,50,7,2.54,125.5
2021-07-21,NEG_20_24,18.5,50,50,7,2.53,388.9
2021-07-22,NEG_20_24,11.0,80,80,7,7.03,320.0
2021-07-23,NEG_20_24,7.6,100,100,7,2.27,169.0
2021-07-24,NEG_20_24,12.57,10,10,7,2.27,169.0
2021-07-25,NEG_20_24,10.9,10,10,7,2.27,169.0
2021-07-26,NEG_20_24,7.2,10,10,7,3.13,341.0
2021-07-27,NEG_20_24,5.05,80,80,7,8.96,230.0
2021-07-28,NEG_20_24,8.6,60,60,7,3.67,157.5
2021-07-29,NEG_20_24,24.0,10,10,7,4.06,191.5
2021-07-30,NEG_20_24,12.0,10,10,7,7.83,134.55
2021-07-31,NEG_20_24,26.5,10,10,7,7.83,134.55
2021-08-01,NEG_20_24,14.05,10,10,8,7.83,134.55
2021-08-02,NEG_20_24,8.57,10,10,8,5.03,256.5
2021-08-03,NEG_20_24,6.0,60,60,8,8.0,172.6
2021-08-04,NEG_20_24,4.42,50,50,8,2.86,68.6
2021-08-05,NEG_20_24,3.33,50,50,8,4.98,187.75
2021-08-06,NEG_20_24,4.69,11,11,8,5.87,128.0
2021-08-07,NEG_20_24,10.72,10,10,8,5.87,128.0
2021-08-08,NEG_20_24,39.38,10,10,8,5.87,128.0
2021-08-09,NEG_20_24,17.9,10,10,8,2.44,66.0
2021-08-10,NEG_20_24,10.25,50,50,8,3.81,418.0
2021-08-11,NEG_20_24,5.99,50,50,8,6.25,126.75
2021-08-12,NEG_20_24,3.67,80,80,8,4.08,67.55
2021-08-13,NEG_20_24,6.02,80,80,8,3.64,310.85
2021-08-14,NEG_20_24,15.49,11,11,8,3.64,310.85
2021-08-15,NEG_20_24,15.9,11,11,8,3.64,310.85
2021-08-16,NEG_20_24,17.38,11,11,8,2.91,125.0
2021-08-17,NEG_20_24,12.4,11,11,8,3.96,108.25
2021-08-18,NEG_20_24,8.89,10,10,8,2.51,323.0
2021-08-19,NEG_20_24,5.8,80,80,8,2.69,126.8
2021-08-20,NEG_20_24,4.0,60,60,8,4.63,145.75
2021-08-21,NEG_20_24,6.5,10,10,8,4.63,145.75
2021-08-22,NEG_20_24,6.0,20,20,8,4.63,145.75
2021-08-23,NEG_20_24,5.35,10,10,8,2.43,328.75
2021-08-24,NEG_20_24,3.63,80,80,8,2.17,169.7
2021-08-25,NEG_20_24,6.19,11,11,8,2.93,337.0
2021-08-26,NEG_20_24,4.8,10,10,8,7.39,51.05
2021-08-27,NEG_20_24,3.62,80,80,8,2.19,152.0
2021-08-28,NEG_20_24,15.0,11,11,8,2.19,152.0
2021-08-29,NEG_20_24,11.52,11,11,8,2.19,152.0
2021-08-30,NEG_20_24,8.3,50,50,8,3.15,152.0
2021-08-31,NEG_20_24,6.44,80,80,8,8.85,188.8
2021-09-01,NEG_20_24,4.74,80,80,9,4.09,63.3
2021-09-02,NEG_20_24,3.4,80,80,9,8.2,134.9
2021-09-03,NEG_20_24,2.56,80,80,9,4.94,260.9
2021-09-04,NEG_20_24,4.2,11,11,9,4.94,260.9
2021-09-05,NEG_20_24,9.9,11,11,9,4.94,260.9
2021-09-06,NEG_20_24,6.54,50,50,9,4.94,138.55
2021-09-07,NEG_20_24,4.44,80,80,9,6.44,172.1
2021-09-08,NEG_20_24,3.38,80,80,9,2.95,68.0
2021-09-09,NEG_20_24,2.83,80,80,9,4.88,188.15
2021-09-10,NEG_20_24,2.29,80,80,9,6.24,132.0
2021-09-11,NEG_20_24,3.61,50,50,9,6.24,132.0
2021-09-12,NEG_20_24,6.84,50,50,9,6.24,132.0
2021-09-13,NEG_20_24,5.31,50,50,9,2.55,65.8
2021-09-14,NEG_20_24,4.37,80,80,9,3.93,367.5
2021-09-15,NEG_20_24,132.5,80,80,9,2.75,135.0
2021-09-16,NEG_20_24,43.02,80,80,9,4.25,135.1
2021-09-17,NEG_20_24,28.0,80,80,9,3.67,83.8
2021-09-18,NEG_20_24,32.38,80,80,9,3.67,83.8
2021-09-19,NEG_20_24,23.21,50,50,9,3.67,83.8
2021-09-20,NEG_20_24,17.15,80,80,9,2.87,313.15
2021-09-21,NEG_20_24,12.92,80,80,9,3.94,122.45
2021-09-22,NEG_20_24,12.48,50,50,9,2.67,110.0
2021-09-23,NEG_20_24,175.4,50,46,9,4.73,317.5
2021-09-24,NEG_20_24,63.25,50,50,9,6.64,146.0
2021-09-25,NEG_20_24,32.45,50,50,9,6.64,146.0
2021-09-26,NEG_20_24,23.38,50,50,9,6.64,146.0
2021-09-27,NEG_20_24,20.12,11,11,9,2.19,342.0
2021-09-28,NEG_20_24,16.52,50,50,9,2.96,170.85
2021-09-29,NEG_20_24,73.7,50,50,9,7.64,262.0
2021-09-30,NEG_20_24,68.0,11,11,9,3.3,142.1
2021-10-01,NEG_20_24,51.12,11,11,10,6.43,190.65
2021-10-02,NEG_20_24,180.02,11,11,10,6.43,190.65
2021-10-03,NEG_20_24,97.0,11,11,10,6.43,190.65
2021-10-04,NEG_20_24,54.0,11,11,10,4.06,64.0
2021-10-05,NEG_20_24,47.18,50,50,10,8.87,134.9
2021-10-06,NEG_20_24,37.69,50,50,10,5.35,68.5
2021-10-07,NEG_20_24,27.15,50,50,10,6.6,136.0
2021-10-08,NEG_20_24,28.84,100,100,10,3.03,165.0
2021-10-09,NEG_20_24,32.47,50,50,10,3.03,165.0
2021-10-10,NEG_20_24,33.33,11,11,10,3.03,165.0
2021-10-11,NEG_20_24,348.0,50,48,10,5.15,67.35
2021-10-12,NEG_20_24,742.0,60,60,10,5.88,189.5
2021-10-13,NEG_20_24,378.56,60,60,10,2.59,65.8
2021-10-14,NEG_20_24,660.0,50,50,10,2.75,363.95
2021-10-15,NEG_20_24,400.0,50,50,10,4.86,300.0
2021-10-16,NEG_20_24,253.6,30,30,10,4.86,300.0
2021-10-17,NEG_20_24,170.57,50,50,10,4.86,300.0
2021-10-18,NEG_20_24,128.6,50,50,10,3.7,129.45
2021-10-19,NEG_20_24,2738.12,30,30,10,2.91,84.8
2021-10-20,NEG_20_24,884.62,11,11,10,2.6,319.0
2021-10-21,NEG_20_24,690.4,15,15,10,2.56,110.0
2021-10-22,NEG_20_24,474.11,11,11,10,6.68,390.0
2021-10-23,NEG_20_24,287.64,30,30,10,6.68,390.0
2021-10-24,NEG_20_24,187.72,10,10,10,6.68,390.0
2021-10-25,NEG_20_24,113.86,30,30,10,2.09,147.6
2021-10-26,NEG_20_24,78.6,60,11,10,2.97,344.0
2021-10-27,NEG_20_24,67.16,30,30,10,7.74,241.5
2021-10-28,NEG_20_24,55.3,11,11,10,3.75,265.85
2021-10-29,NEG_20_24,75.05,11,11,10,6.16,142.0
2021-10-30,NEG_20_24,84.28,11,11,10,6.16,142.0
2021-10-31,NEG_20_24,190.6,11,11,10,6.16,142.0
2021-11-01,NEG_20_24,116.33,11,11,11,3.93,190.55
2021-11-02,NEG_20_24,69.0,13,13,11,8.77,65.0
2021-11-03,NEG_20_24,48.27,24,24,11,8.25,70.5
2021-11-04,NEG_20_24,39.05,11,11,11,5.51,139.0
2021-11-05,NEG_20_24,39.88,16,16,11,6.44,172.7
2021-11-06,NEG_20_24,139.25,11,11,11,6.44,172.7
2021-11-07,NEG_20_24,100.0,11,11,11,6.44,172.7
2021-11-08,NEG_20_24,77.4,39,39,11,2.98,67.0
2021-11-09,NEG_20_24,52.85,50,50,11,4.79,66.05
2021-11-10,NEG_20_24,38.92,30,30,11,6.59,68.35
2021-11-11,NEG_20_24,28.28,50,50,11,2.73,320.0
2021-11-12,NEG_20_24,33.84,50,50,11,4.27,133.8
2021-11-13,NEG_20_24,32.12,50,50,11,4.27,133.8
2021-11-14,NEG_20_24,35.64,10,10,11,4.27,133.8
2021-11-15,NEG_20_24,26.46,50,50,11,3.42,85.85
2021-11-16,NEG_20_24,21.0,50,50,11,2.41,325.5
2021-11-17,NEG_20_24,58.34,11,11,11,2.45,126.65
2021-11-18,NEG_20_24,94.9,12,12,11,2.62,397.5
2021-11-19,NEG_20_24,84.62,12,12,11,7.0,150.0
2021-11-20,NEG_20_24,65.31,50,50,11,7.0,150.0
2021-11-21,NEG_20_24,49.06,50,50,11,7.0,150.0
2021-11-22,NEG_20_24,36.32,50,50,11,2.01,350.5
2021-11-23,NEG_20_24,28.0,30,30,11,2.97,329.0
2021-11-24,NEG_20_24,20.39,10,10,11,7.66,243.15
2021-11-25,NEG_20_24,28.86,50,50,11,7.66,280.1
2021-11-26,NEG_20_24,36.65,50,50,11,8.61,139.0
2021-11-27,NEG_20_24,23.12,15,15,11,8.61,139.0
2021-11-28,NEG_20_24,17.98,15,15,11,8.61,139.0
2021-11-29,NEG_20_24,21.85,50,50,11,3.7,250.25
2021-11-30,NEG_20_24,31.36,15,15,11,6.69,70.15
2021-12-01,NEG_20_24,52.46,15,15,12,3.86,148.9
2021-12-02,NEG_20_24,31.08,29,29,12,5.23,169.0
2021-12-03,NEG_20_24,40.86,15,15,12,8.28,132.0
2021-12-04,NEG_20_24,28.69,15,15,12,8.28,132.0
2021-12-05,NEG_20_24,23.34,15,15,12,8.28,132.0
2021-12-06,NEG_20_24,36.66,15,15,12,5.59,138.65
2021-12-07,NEG_20_24,50.02,15,15,12,6.74,68.85
2021-12-08,NEG_20_24,13.0,15,15,12,3.0,321.35
2021-12-09,NEG_20_24,8.86,50,50,12,3.79,134.4
2021-12-10,NEG_20_24,6.5,15,15,12,6.94,85.7
2021-12-11,NEG_20_24,5.75,50,50,12,6.94,85.7
2021-12-12,NEG_20_24,4.5,50,50,12,6.94,85.7
2021-12-13,NEG_20_24,4.51,50,50,12,2.67,319.0
2021-12-14,NEG_20_24,4.34,30,30,12,4.26,317.15
2021-12-15,NEG_20_24,3.92,50,50,12,4.2,131.1
2021-12-16,NEG_20_24,3.28,50,50,12,2.57,395.0
2021-12-17,NEG_20_24,2.95,50,50,12,4.66,149.7
2021-12-18,NEG_20_24,9.42,15,15,12,4.66,149.7
2021-12-19,NEG_20_24,22.32,15,15,12,4.66,149.7
2021-12-20,NEG_20_24,6.93,30,30,12,2.57,171.7
2021-12-21,NEG_20_24,3.38,80,80,12,2.62,336.0
2021-12-22,NEG_20_24,2.72,80,80,12,7.3,244.95
2021-12-23,NEG_20_24,5.44,15,15,12,2.11,272.5
2021-12-24,NEG_20_24,5.09,15,15,12,2.11,136.5
2021-12-25,NEG_20_24,3.93,15,15,12,2.11,136.5
2021-12-26,NEG_20_24,4.8,15,15,12,2.11,136.5
2021-12-27,NEG_20_24,3.56,15,15,12,2.96,247.0
2021-12-28,NEG_20_24,3.32,15,15,12,3.35,69.9
