date,product,capacity_price,offered_capacity,allocated_capacity,month,gas,coal
2020-12-16,POS_04_08,21.48,29,29,12,2.21,122.25
2020-12-17,POS_04_08,17.16,30,30,12,3.08,369.0
2020-12-18,POS_04_08,14.96,29,29,12,8.49,365.5
2020-12-19,POS_04_08,12.0,28,28,12,8.49,365.5
2020-12-20,POS_04_08,11.23,29,29,12,8.49,365.5
2020-12-21,POS_04_08,14.75,29,29,12,3.7,156.25
2020-12-22,POS_04_08,9.52,29,29,12,3.94,370.25
2020-12-23,POS_04_08,11.8,29,29,12,7.71,233.05
2020-12-24,POS_04_08,9.45,29,29,12,4.64,136.0
2020-12-25,POS_04_08,7.64,29,29,12,4.64,136.0
2020-12-26,POS_04_08,7.3,29,29,12,4.64,136.0
2020-12-27,POS_04_08,32.23,29,29,12,4.64,136.0
2020-12-28,POS_04_08,12.65,29,29,12,8.79,136.0
2020-12-29,POS_04_08,10.04,29,29,12,3.24,136.0
2020-12-30,POS_04_08,8.64,29,29,12,5.54,136.0
2020-12-31,POS_04_08,9.08,29,29,12,6.27,225.1
2021-01-01,POS_04_08,9.0,29,29,1,6.27,225.1
2021-01-02,POS_04_08,7.82,29,29,1,6.27,225.1
2021-01-03,POS_04_08,6.76,29,29,1,6.27,225.1
2021-01-04,POS_04_08,7.64,23,23,1,2.78,123.1
2021-01-05,POS_04_08,7.42,29,29,1,4.06,266.0
2021-01-06,POS_04_08,6.2,29,29,1,6.28,190.5
2021-01-07,POS_04_08,6.92,29,29,1,3.82,65.4
2021-01-08,POS_04_08,7.08,29,29,1,3.99,177.3
2021-01-09,POS_04_08,6.28,23,23,1,3.99,177.3
2021-01-10,POS_04_08,5.19,29,29,1,3.99,177.3
2021-01-11,POS_04_08,6.05,24,24,1,2.79,136.85
2021-01-12,POS_04_08,6.5,24,24,1,4.89,66.15
2021-01-13,POS_04_08,6.0,29,29,1,2.41,436.5
2021-01-14,POS_04_08,5.96,29,29,1,2.82,141.4
2021-01-15,POS_04_08,6.89,38,38,1,4.72,259.8
2021-01-16,POS_04_08,5.82,29,29,1,4.72,259.8
2021-01-17,POS_04_08,5.36,29,29,1,4.72,259.8
2021-01-18,POS_04_08,5.41,29,29,1,4.72,136.1
2021-01-19,POS_04_08,5.24,29,29,1,3.01,96.4
2021-01-20,POS_04_08,5.28,29,29,1,2.1,327.15
2021-01-21,POS_04_08,5.42,50,50,1,2.97,123.6
2021-01-22,POS_04_08,5.64,50,50,1,7.95,139.7
2021-01-23,POS_04_08,4.58,20,20,1,7.95,139.7
2021-01-24,POS_04_08,3.96,29,29,1,7.95,139.7
2021-01-25,POS_04_08,5.38,29,29,1,2.17,366.05
2021-01-26,POS_04_08,5.36,29,29,1,3.04,162.2
2021-01-27,POS_04_08,5.14,29,29,1,8.52,376.0
2021-01-28,POS_04_08,4.8,29,29,1,4.03,50.9
2021-01-29,POS_04_08,4.19,29,29,1,8.27,139.75
2021-01-30,POS_04_08,3.83,29,29,1,8.27,139.75
2021-01-31,POS_04_08,3.57,29,29,1,8.27,139.75
2021-02-01,POS_04_08,615.06,29,29,2,4.71,229.5
2021-02-02,POS_04_08,108.94,32,32,2,6.47,124.25
2021-02-03,POS_04_08,59.13,32,32,2,3.06,267.0
2021-02-04,POS_04_08,38.0,29,29,2,5.67,120.0
2021-02-05,POS_04_08,30.2,29,29,2,5.98,187.25
2021-02-06,POS_04_08,18.72,29,29,2,5.98,187.25
2021-02-07,POS_04_08,12.23,29,29,2,5.98,187.25
2021-02-08,POS_04_08,6350.0,29,29,2,2.51,63.75
2021-02-09,POS_04_08,244.52,29,29,2,4.13,177.45
2021-02-10,POS_04_08,108.95,29,29,2,2.58,138.5
2021-02-11,POS_04_08,68.76,20,20,2,3.72,65.7
2021-02-12,POS_04_08,59.0,32,32,2,4.17,353.75
2021-02-13,POS_04_08,35.9,29,29,2,4.17,353.75
2021-02-14,POS_04_08,25.0,32,32,2,4.17,353.75
2021-02-15,POS_04_08,435.0,32,32,2,4.17,131.75
2021-02-16,POS_04_08,79.4,32,32,2,2.94,149.0
2021-02-17,POS_04_08,53.55,32,32,2,4.57,78.65
2021-02-18,POS_04_08,43.13,29,29,2,2.75,283.1
2021-02-19,POS_04_08,31.85,29,29,2,5.02,131.5
2021-02-20,POS_04_08,20.77,29,29,2,5.02,131.5
2021-02-21,POS_04_08,15.0,20,20,2,5.02,131.5
2021-02-22,POS_04_08,292.0,32,32,2,5.71,100.5
2021-02-23,POS_04_08,75.0,32,32,2,2.11,327.15
2021-02-24,POS_04_08,43.8,29,20,2,2.97,140.05
2021-02-25,POS_04_08,38.45,29,29,2,8.42,355.0
2021-02-26,POS_04_08,33.32,23,23,2,2.1,165.15
2021-02-27,POS_04_08,19.68,29,29,2,2.1,165.15
2021-02-28,POS_04_08,14.0,32,32,2,2.1,165.15
2021-03-01,POS_04_08,161.33,32,32,3,3.1,315.85
2021-03-02,POS_04_08,72.88,29,29,3,4.16,51.05
2021-03-03,POS_04_08,42.67,29,29,3,8.12,149.5
2021-03-04,POS_04_08,40.67,32,32,3,5.77,221.0
2021-03-05,POS_04_08,59.0,32,32,3,6.84,121.5
2021-03-06,POS_04_08,26.9,29,29,3,6.84,121.5
2021-03-07,POS_04_08,16.56,40,40,3,6.84,121.5
2021-03-08,POS_04_08,93.0,32,32,3,3.05,69.3
2021-03-09,POS_04_08,53.0,20,20,3,5.72,130.1
2021-03-10,POS_04_08,34.41,34,34,3,6.4,178.75
2021-03-11,POS_04_08,26.82,40,40,3,2.58,65.0
2021-03-12,POS_04_08,27.04,30,30,3,2.7,183.0
2021-03-13,POS_04_08,16.77,60,60,3,2.7,183.0
2021-03-14,POS_04_08,14.4,29,29,3,2.7,183.0
2021-03-15,POS_04_08,58.8,32,32,3,3.88,65.2
2021-03-16,POS_04_08,45.0,24,24,3,3.72,432.5
2021-03-17,POS_04_08,36.0,27,27,3,2.86,262.0
2021-03-18,POS_04_08,28.1,27,27,3,2.7,144.05
2021-03-19,POS_04_08,25.04,29,29,3,2.51,78.5
2021-03-20,POS_04_08,19.12,27,27,3,2.51,78.5
2021-03-21,POS_04_08,16.04,29,29,3,2.51,78.5
2021-03-22,POS_04_08,41.6,32,31,3,6.03,311.5
2021-03-23,POS_04_08,34.16,32,32,3,2.16,125.3
2021-03-24,POS_04_08,25.85,27,27,3,2.94,101.25
2021-03-25,POS_04_08,22.8,23,23,3,8.78,376.0
2021-03-26,POS_04_08,19.44,29,29,3,2.14,141.1
2021-03-27,POS_04_08,15.48,100,100,3,2.14,141.1
2021-03-28,POS_04_08,12.6,29,29,3,2.14,141.1
2021-03-29,POS_04_08,33.13,20,20,3,5.52,329.5
2021-03-30,POS_04_08,25.6,20,20,3,4.14,247.75
2021-03-31,POS_04_08,21.1,29,29,3,8.06,301.0
2021-04-01,POS_04_08,16.88,29,29,4,6.31,50.85
2021-04-02,POS_04_08,14.25,29,29,4,6.93,50.85
2021-04-03,POS_04_08,12.26,29,29,4,6.93,50.85
2021-04-04,POS_04_08,10.9,29,29,4,6.93,50.85
2021-04-05,POS_04_08,15.8,29,29,4,2.94,148.0
2021-04-06,POS_04_08,25.4,29,29,4,5.52,216.0
2021-04-07,POS_04_08,32.0,29,29,4,5.58,64.9
2021-04-08,POS_04_08,30.56,29,29,4,2.72,137.3
2021-04-09,POS_04_08,25.38,29,29,4,3.81,177.75
2021-04-10,POS_04_08,18.59,22,22,4,3.81,177.75
2021-04-11,POS_04_08,12.24,29,29,4,3.81,177.75
2021-04-12,POS_04_08,890.42,29,29,4,3.71,66.45
2021-04-13,POS_04_08,207.22,29,29,4,2.46,65.25
2021-04-14,POS_04_08,107.23,29,29,4,2.57,70.2
2021-04-15,POS_04_08,94.16,30,30,4,2.46,290.1
2021-04-16,POS_04_08,243.36,29,29,4,6.03,139.0
2021-04-17,POS_04_08,78.95,29,29,4,6.03,139.0
2021-04-18,POS_04_08,46.2,39,39,4,6.03,139.0
2021-04-19,POS_04_08,135.56,29,29,4,2.01,80.05
2021-04-20,POS_04_08,93.56,29,29,4,2.93,321.0
2021-04-21,POS_04_08,73.88,29,29,4,8.04,127.15
2021-04-22,POS_04_08,53.31,29,29,4,9.32,127.25
2021-04-23,POS_04_08,44.28,29,29,4,3.64,380.0
2021-04-24,POS_04_08,33.17,29,25,4,3.64,380.0
2021-04-25,POS_04_08,35.97,100,100,4,3.64,380.0
2021-04-26,POS_04_08,85.92,29,29,4,5.51,142.15
2021-04-27,POS_04_08,61.76,29,29,4,4.14,313.65
2021-04-28,POS_04_08,48.8,29,29,4,8.15,274.5
2021-04-29,POS_04_08,38.77,29,29,4,5.68,294.35
2021-04-30,POS_04_08,1511.12,29,29,4,6.97,51.4
2021-05-01,POS_04_08,82.4,20,20,5,6.97,51.4
2021-05-02,POS_04_08,55.54,29,29,5,6.97,51.4
2021-05-03,POS_04_08,541.0,29,29,5,2.89,148.25
2021-05-04,POS_04_08,142.87,29,29,5,3.66,262.25
2021-05-05,POS_04_08,325.72,29,29,5,5.47,64.25
2021-05-06,POS_04_08,275.81,29,29,5,2.73,143.5
2021-05-07,POS_04_08,184.23,29,29,5,3.92,172.3
2021-05-08,POS_04_08,109.41,21,21,5,3.92,172.3
2021-05-09,POS_04_08,121.8,29,29,5,3.92,172.3
2021-05-10,POS_04_08,170.92,29,29,5,4.23,139.25
2021-05-11,POS_04_08,117.97,29,29,5,2.58,123.0
2021-05-12,POS_04_08,89.5,21,21,5,4.83,70.3
2021-05-13,POS_04_08,68.48,29,29,5,2.69,290.65
2021-05-14,POS_04_08,55.25,29,29,5,2.52,135.1
2021-05-15,POS_04_08,42.52,20,20,5,2.52,135.1
2021-05-16,POS_04_08,35.2,29,29,5,2.52,135.1
2021-05-17,POS_04_08,86.9,29,29,5,6.36,81.55
2021-05-18,POS_04_08,67.4,20,20,5,2.01,319.5
2021-05-19,POS_04_08,54.5,29,29,5,2.96,333.6
2021-05-20,POS_04_08,43.48,23,23,5,3.07,123.8
2021-05-21,POS_04_08,35.74,29,29,5,9.29,384.75
2021-05-22,POS_04_08,131.0,29,29,5,9.29,384.75
2021-05-23,POS_04_08,111.11,29,29,5,9.29,384.75
2021-05-24,POS_04_08,99.0,29,29,5,3.6,143.9
2021-05-25,POS_04_08,99.79,29,29,5,6.3,168.0
2021-05-26,POS_04_08,77.0,29,29,5,4.57,380.0
2021-05-27,POS_04_08,72.2,29,29,5,7.84,237.1
2021-05-28,POS_04_08,54.72,29,29,5,5.68,267.85
2021-05-29,POS_04_08,40.38,29,29,5,5.68,267.85
2021-05-30,POS_04_08,32.76,29,29,5,5.68,267.85
2021-05-31,POS_04_08,75.0,29,29,5,5.68,267.85
2021-06-01,POS_04_08,60.14,29,29,6,6.75,50.8
2021-06-02,POS_04_08,49.0,29,29,6,6.94,122.2
2021-06-03,POS_04_08,40.66,24,24,6,2.41,266.65
2021-06-04,POS_04_08,50.93,29,29,6,3.71,66.6
2021-06-05,POS_04_08,48.0,29,29,6,3.71,66.6
2021-06-06,POS_04_08,38.62,29,29,6,3.71,66.6
2021-06-07,POS_04_08,75.9,29,29,6,5.72,140.2
2021-06-08,POS_04_08,58.82,29,29,6,2.7,182.5
2021-06-09,POS_04_08,49.65,29,29,6,2.88,136.0
2021-06-10,POS_04_08,53.1,29,29,6,4.25,425.2
2021-06-11,POS_04_08,51.92,29,29,6,2.4,124.5
2021-06-12,POS_04_08,43.92,29,29,6,2.4,124.5
2021-06-13,POS_04_08,55.3,29,29,6,2.4,124.5
2021-06-14,POS_04_08,65.39,29,29,6,2.66,68.8
2021-06-15,POS_04_08,55.32,29,29,6,4.53,280.7
2021-06-16,POS_04_08,49.0,29,29,6,2.55,82.5
2021-06-17,POS_04_08,45.0,29,29,6,2.52,106.0
2021-06-18,POS_04_08,41.16,26,26,6,6.28,326.2
2021-06-19,POS_04_08,35.66,29,29,6,6.28,326.2
2021-06-20,POS_04_08,30.21,29,29,6,6.28,326.2
2021-06-21,POS_04_08,55.04,29,29,6,2.24,124.65
2021-06-22,POS_04_08,46.5,29,29,6,3.13,385.0
2021-06-23,POS_04_08,43.36,29,29,6,8.7,168.2
2021-06-24,POS_04_08,39.88,29,29,6,3.69,363.05
2021-06-25,POS_04_08,36.0,29,29,6,6.03,232.65
2021-06-26,POS_04_08,31.87,29,29,6,6.03,232.65
2021-06-27,POS_04_08,27.01,29,29,6,6.03,232.65
2021-06-28,POS_04_08,47.73,29,29,6,7.59,261.6
2021-06-29,POS_04_08,45.73,29,29,6,4.91,200.9
2021-06-30,POS_04_08,38.91,20,20,6,7.92,129.1
2021-07-01,POS_04_08,34.68,29,29,7,5.57,263.3
2021-07-02,POS_04_08,30.8,29,29,7,5.43,68.5
2021-07-03,POS_04_08,26.07,29,29,7,5.43,68.5
2021-07-04,POS_04_08,21.72,29,29,7,5.43,68.5
2021-07-05,POS_04_08,38.88,29,29,7,5.43,68.25
2021-07-06,POS_04_08,31.46,29,29,7,6.14,186.1
2021-07-07,POS_04_08,30.05,29,29,7,2.4,129.65
2021-07-08,POS_04_08,27.5,29,29,7,3.82,65.5
2021-07-09,POS_04_08,23.24,29,29,7,5.96,439.0
2021-07-10,POS_04_08,20.18,29,29,7,5.96,439.0
2021-07-11,POS_04_08,17.96,29,29,7,5.96,439.0
2021-07-12,POS_04_08,31.87,50,29,7,3.91,123.35
2021-07-13,POS_04_08,29.56,29,29,7,2.84,67.2
2021-07-14,POS_04_08,27.27,29,29,7,4.01,295.0
2021-07-15,POS_04_08,24.56,29,29,7,2.43,127.15
2021-07-16,POS_04_08,45.0,29,29,7,2.66,105.75
2021-07-17,POS_04_08,26.92,29,29,7,2.66,105.75
2021-07-18,POS_04_08,79.0,29,29,7,2.66,105.75
2021-07-19,POS_04_08,156.15,29,29,7,4.53,330.0
2021-07-20,POS_04_08,62.28,29,29,7,2.54,125.5
2021-07-21,POS_04_08,41.68,29,29,7,2.53,388.9
2021-07-22,POS_04_08,33.76,29,29,7,7.03,320.0
2021-07-23,POS_04_08,29.68,29,29,7,2.27,169.0
2021-07-24,POS_04_08,22.4,29,29,7,2.27,169.0
2021-07-25,POS_04_08,19.38,29,29,7,2.27,169.0
2021-07-26,POS_04_08,33.75,29,29,7,3.13,341.0
2021-07-27,POS_04_08,27.74,22,22,7,8.96,230.0
2021-07-28,POS_04_08,21.8,29,29,7,3.67,157.5
2021-07-29,POS_04_08,17.8,29,29,7,4.06,191.5
2021-07-30,POS_04_08,14.74,20,20,7,7.83,134.55
2021-07-31,POS_04_08,19.76,29,29,7,7.83,134.55
2021-08-01,POS_04_08,21.04,29,26,8,7.83,134.55
2021-08-02,POS_04_08,30.88,29,29,8,5.03,256.5
2021-08-03,POS_04_08,26.64,50,50,8,8.0,172.6
2021-08-04,POS_04_08,25.5,29,29,8,2.86,68.6
2021-08-05,POS_04_08,21.44,29,29,8,4.98,187.75
2021-08-06,POS_04_08,18.1,29,29,8,5.87,128.0
2021-08-07,POS_04_08,18.81,29,29,8,5.87,128.0
2021-08-08,POS_04_08,20.76,29,29,8,5.87,128.0
2021-08-09,POS_04_08,27.64,29,29,8,2.44,66.0
2021-08-10,POS_04_08,25.22,29,29,8,3.81,418.0
2021-08-11,POS_04_08,23.64,29,29,8,6.25,126.75
2021-08-12,POS_04_08,20.25,29,29,8,4.08,67.55
2021-08-13,POS_04_08,18.51,29,29,8,3.64,310.85
2021-08-14,POS_04_08,20.31,29,29,8,3.64,310.85
2021-08-15,POS_04_08,22.36,29,29,8,3.64,310.85
2021-08-16,POS_04_08,24.0,29,22,8,2.91,125.0
2021-08-17,POS_04_08,19.32,29,29,8,3.96,108.25
2021-08-18,POS_04_08,18.64,29,29,8,2.51,323.0
2021-08-19,POS_04_08,20.43,29,29,8,2.69,126.8
2021-08-20,POS_04_08,23.03,29,29,8,4.63,145.75
2021-08-21,POS_04_08,19.52,20,20,8,4.63,145.75
2021-08-22,POS_04_08,16.7,29,29,8,4.63,145.75
2021-08-23,POS_04_08,20.68,22,22,8,2.43,328.75
2021-08-24,POS_04_08,18.38,29,29,8,2.17,169.7
2021-08-25,POS_04_08,16.61,29,29,8,2.93,337.0
2021-08-26,POS_04_08,15.04,29,29,8,7.39,51.05
2021-08-27,POS_04_08,14.97,29,29,8,2.19,152.0
2021-08-28,POS_04_08,92.67,50,46,8,2.19,152.0
2021-08-29,POS_04_08,35.0,29,29,8,2.19,152.0
2021-08-30,POS_04_08,28.88,22,22,8,3.15,152.0
2021-08-31,POS_04_08,27.56,29,29,8,8.85,188.8
2021-09-01,POS_04_08,23.62,29,29,9,4.09,63.3
2021-09-02,POS_04_08,21.23,29,29,9,8.2,134.9
2021-09-03,POS_04_08,18.16,29,29,9,4.94,260.9
2021-09-04,POS_04_08,15.36,29,29,9,4.94,260.9
2021-09-05,POS_04_08,12.8,22,22,9,4.94,260.9
2021-09-06,POS_04_08,24.41,29,29,9,4.94,138.55
2021-09-07,POS_04_08,35.0,50,29,9,6.44,172.1
2021-09-08,POS_04_08,27.28,29,29,9,2.95,68.0
2021-09-09,POS_04_08,23.76,29,29,9,4.88,188.15
2021-09-10,POS_04_08,21.51,29,29,9,6.24,132.0
2021-09-11,POS_04_08,16.56,15,15,9,6.24,132.0
2021-09-12,POS_04_08,12.0,17,17,9,6.24,132.0
2021-09-13,POS_04_08,22.66,29,29,9,2.55,65.8
2021-09-14,POS_04_08,20.72,29,29,9,3.93,367.5
2021-09-15,POS_04_08,17.7,17,17,9,2.75,135.0
2021-09-16,POS_04_08,32.04,29,29,9,4.25,135.1
2021-09-17,POS_04_08,98.18,29,29,9,3.67,83.8
2021-09-18,POS_04_08,36.56,18,18,9,3.67,83.8
2021-09-19,POS_04_08,24.18,18,18,9,3.67,83.8
2021-09-20,POS_04_08,29.55,29,29,9,2.87,313.15
2021-09-21,POS_04_08,26.05,29,29,9,3.94,122.45
2021-09-22,POS_04_08,21.46,29,29,9,2.67,110.0
2021-09-23,POS_04_08,300.0,29,29,9,4.73,317.5
2021-09-24,POS_04_08,89.84,22,22,9,6.64,146.0
2021-09-25,POS_04_08,36.78,29,29,9,6.64,146.0
2021-09-26,POS_04_08,27.91,29,29,9,6.64,146.0
2021-09-27,POS_04_08,34.24,29,29,9,2.19,342.0
2021-09-28,POS_04_08,30.94,29,29,9,2.96,170.85
2021-09-29,POS_04_08,25.57,29,29,9,7.64,262.0
2021-09-30,POS_04_08,40.0,29,29,9,3.3,142.1
2021-10-01,POS_04_08,44.69,29,29,10,6.43,190.65
2021-10-02,POS_04_08,41.5,29,29,10,6.43,190.65
2021-10-03,POS_04_08,192.71,29,29,10,6.43,190.65
2021-10-04,POS_04_08,61.94,32,32,10,4.06,64.0
2021-10-05,POS_04_08,39.92,15,15,10,8.87,134.9
2021-10-06,POS_04_08,33.3,24,24,10,5.35,68.5
2021-10-07,POS_04_08,134.16,20,20,10,6.6,136.0
2021-10-08,POS_04_08,83.81,22,22,10,3.03,165.0
2021-10-09,POS_04_08,66.25,32,29,10,3.03,165.0
2021-10-10,POS_04_08,48.96,22,22,10,3.03,165.0
2021-10-11,POS_04_08,967.71,50,50,10,5.15,67.35
2021-10-12,POS_04_08,274.54,60,60,10,5.88,189.5
2021-10-13,POS_04_08,4945.46,32,32,10,2.59,65.8
2021-10-14,POS_04_08,1198.48,32,32,10,2.75,363.95
2021-10-15,POS_04_08,572.32,40,40,10,4.86,300.0
2021-10-16,POS_04_08,339.56,40,40,10,4.86,300.0
2021-10-17,POS_04_08,217.0,35,35,10,4.86,300.0
2021-10-18,POS_04_08,236.24,35,35,10,3.7,129.45
2021-10-19,POS_04_08,170.0,29,29,10,2.91,84.8
2021-10-20,POS_04_08,408.16,50,50,10,2.6,319.0
2021-10-21,POS_04_08,238.4,30,30,10,2.56,110.0
2021-10-22,POS_04_08,193.0,90,90,10,6.68,390.0
2021-10-23,POS_04_08,157.51,30,29,10,6.68,390.0
2021-10-24,POS_04_08,123.94,30,30,10,6.68,390.0
2021-10-25,POS_04_08,127.13,90,38,10,2.09,147.6
2021-10-26,POS_04_08,109.0,32,32,10,2.97,344.0
2021-10-27,POS_04_08,87.55,30,30,10,7.74,241.5
2021-10-28,POS_04_08,75.64,60,60,10,3.75,265.85
2021-10-29,POS_04_08,72.88,29,29,10,6.16,142.0
2021-10-30,POS_04_08,61.84,30,30,10,6.16,142.0
2021-10-31,POS_04_08,51.76,32,32,10,6.16,142.0
2021-11-01,POS_04_08,45.12,30,30,11,3.93,190.55
2021-11-02,POS_04_08,113.85,30,30,11,8.77,65.0
2021-11-03,POS_04_08,91.73,25,25,11,8.25,70.5
2021-11-04,POS_04_08,73.68,29,29,11,5.51,139.0
2021-11-05,POS_04_08,62.16,30,30,11,6.44,172.7
2021-11-06,POS_04_08,49.56,32,32,11,6.44,172.7
2021-11-07,POS_04_08,41.15,30,30,11,6.44,172.7
2021-11-08,POS_04_08,83.96,30,30,11,2.98,67.0
2021-11-09,POS_04_08,68.26,29,29,11,4.79,66.05
2021-11-10,POS_04_08,66.04,50,48,11,6.59,68.35
2021-11-11,POS_04_08,64.41,30,30,11,2.73,320.0
2021-11-12,POS_04_08,55.59,29,29,11,4.27,133.8
2021-11-13,POS_04_08,46.15,30,30,11,4.27,133.8
2021-11-14,POS_04_08,36.88,29,29,11,4.27,133.8
2021-11-15,POS_04_08,64.45,25,25,11,3.42,85.85
2021-11-16,POS_04_08,83.67,29,29,11,2.41,325.5
2021-11-17,POS_04_08,62.14,30,30,11,2.45,126.65
2021-11-18,POS_04_08,48.21,30,30,11,2.62,397.5
2021-11-19,POS_04_08,70.44,32,32,11,7.0,150.0
2021-11-20,POS_04_08,43.0,29,29,11,7.0,150.0
2021-11-21,POS_04_08,34.02,29,29,11,7.0,150.0
2021-11-22,POS_04_08,59.44,30,30,11,2.01,350.5
2021-11-23,POS_04_08,55.92,25,25,11,2.97,329.0
2021-11-24,POS_04_08,69.32,29,29,11,7.66,243.15
2021-11-25,POS_04_08,55.52,29,29,11,7.66,280.1
2021-11-26,POS_04_08,47.45,29,29,11,8.61,139.0
2021-11-27,POS_04_08,40.36,30,30,11,8.61,139.0
2021-11-28,POS_04_08,33.67,30,30,11,8.61,139.0
2021-11-29,POS_04_08,86.68,29,29,11,3.7,250.25
2021-11-30,POS_04_08,49.0,30,30,11,6.69,70.15
2021-12-01,POS_04_08,41.44,30,30,12,3.86,148.9
2021-12-02,POS_04_08,41.0,30,30,12,5.23,169.0
2021-12-03,POS_04_08,35.72,30,30,12,8.28,132.0
2021-12-04,POS_04_08,29.61,30,30,12,8.28,132.0
2021-12-05,POS_04_08,24.36,30,30,12,8.28,132.0
2021-12-06,POS_04_08,87.95,29,29,12,5.59,138.65
2021-12-07,POS_04_08,63.37,29,29,12,6.74,68.85
2021-12-08,POS_04_08,25.9,29,29,12,3.0,321.35
2021-12-09,POS_04_08,18.5,29,29,12,3.79,134.4
2021-12-10,POS_04_08,13.3,29,29,12,6.94,85.7
2021-12-11,POS_04_08,8.8,21,21,12,6.94,85.7
2021-12-12,POS_04_08,6.1,30,30,12,6.94,85.7
2021-12-13,POS_04_08,18.28,29,29,12,2.67,319.0
2021-12-14,POS_04_08,14.45,29,29,12,4.26,317.15
2021-12-15,POS_04_08,12.36,29,29,12,4.2,131.1
2021-12-16,POS_04_08,10.85,20,20,12,2.57,395.0
2021-12-17,POS_04_08,9.2,29,29,12,4.66,149.7
2021-12-18,POS_04_08,7.03,30,30,12,4.66,149.7
2021-12-19,POS_04_08,4.73,30,30,12,4.66,149.7
2021-12-20,POS_04_08,16.25,21,21,12,2.57,171.7
2021-12-21,POS_04_08,16.66,29,29,12,2.62,336.0
2021-12-22,POS_04_08,12.8,21,21,12,7.3,244.95
2021-12-23,POS_04_08,8.09,21,21,12,2.11,272.5
2021-12-24,POS_04_08,5.58,30,30,12,2.11,136.5
2021-12-25,POS_04_08,4.21,29,29,12,2.11,136.5
2021-12-26,POS_04_08,3.15,30,30,12,2.11,136.5
2021-12-27,POS_04_08,7.31,30,30,12,2.96,247.0
2021-12-28,POS_04_08,4.74,30,30,12,3.35,69.9
2021-12-29,POS_04_08,3.75,30,30,12,7.19,154.0
2021-12-30,POS_04_08,2.6,30,30,12,3.66,190.35
2021-12-31,POS_04_08,2.09,29,29,12,6.6,134.0
2022-01-01,POS_04_08,1.55,29,29,1,6.6,134.0
2022-01-02,POS_04_08,1.1,29,29,1,6.6,134.0
2022-01-03,POS_04_08,3.28,30,30,1,5.26,357.35
2022-01-04,POS_04_08,4.18,30,30,1,9.11,141.0
2022-01-05,POS_04_08,2.7,29,29,1,5.69,69.15
2022-01-06,POS_04_08,3.39,46,46,1,6.45,322.55
2022-01-07,POS_04_08,2.84,30,30,1,5.93,135.9
2022-01-08,POS_04_08,2.25,29,29,1,5.93,135.9
2022-01-09,POS_04_08,1.57,30,30,1,5.93,135.9
2022-01-10,POS_04_08,10.1,29,29,1,2.68,85.4
