date,product,capacity_price,offered_capacity,allocated_capacity,month,gas,coal
2021-01-05,NEG_12_16,3.68,30,30,1,4.06,266.0
2021-01-06,NEG_12_16,3.25,25,25,1,6.28,190.5
2021-01-07,NEG_12_16,2.87,50,50,1,3.82,65.4
2021-01-08,NEG_12_16,2.51,50,50,1,3.99,177.3
2021-01-09,NEG_12_16,2.59,50,50,1,3.99,177.3
2021-01-10,NEG_12_16,2.24,30,30,1,3.99,177.3
2021-01-11,NEG_12_16,2.07,40,40,1,2.79,136.85
2021-01-12,NEG_12_16,2.21,20,20,1,4.89,66.15
2021-01-13,NEG_12_16,2.0,20,20,1,2.41,436.5
2021-01-14,NEG_12_16,1.84,50,50,1,2.82,141.4
2021-01-15,NEG_12_16,1.7,50,50,1,4.72,259.8
2021-01-16,NEG_12_16,1.62,40,40,1,4.72,259.8
2021-01-17,NEG_12_16,1.48,30,30,1,4.72,259.8
2021-01-18,NEG_12_16,1.46,40,40,1,4.72,136.1
2021-01-19,NEG_12_16,1.5,20,20,1,3.01,96.4
2021-01-20,NEG_12_16,1.41,20,20,1,2.1,327.15
2021-01-21,NEG_12_16,7.35,20,20,1,2.97,123.6
2021-01-22,NEG_12_16,2.8,24,24,1,7.95,139.7
2021-01-23,NEG_12_16,1.89,40,40,1,7.95,139.7
2021-01-24,NEG_12_16,1.42,40,40,1,7.95,139.7
2021-01-25,NEG_12_16,1.52,50,50,1,2.17,366.05
2021-01-26,NEG_12_16,1.68,30,30,1,3.04,162.2
2021-01-27,NEG_12_16,1.42,50,50,1,8.52,376.0
2021-01-28,NEG_12_16,1.26,50,50,1,4.03,50.9
2021-01-29,NEG_12_16,1.21,100,100,1,8.27,139.75
2021-01-30,NEG_12_16,1.3,87,87,1,8.27,139.75
2021-01-31,NEG_12_16,1.27,86,86,1,8.27,139.75
2021-02-01,NEG_12_16,1.33,100,100,2,4.71,229.5
2021-02-02,NEG_12_16,1.3,100,33,2,6.47,124.25
2021-02-03,NEG_12_16,4.34,100,100,2,3.06,267.0
2021-02-04,NEG_12_16,3.86,95,95,2,5.67,120.0
2021-02-05,NEG_12_16,4.3,100,100,2,5.98,187.25
2021-02-06,NEG_12_16,9.12,20,20,2,5.98,187.25
2021-02-07,NEG_12_16,17.78,20,20,2,5.98,187.25
2021-02-08,NEG_12_16,8.75,100,100,2,2.51,63.75
2021-02-09,NEG_12_16,5.0,30,30,2,4.13,177.45
2021-02-10,NEG_12_16,4.14,30,30,2,2.58,138.5
2021-02-11,NEG_12_16,3.31,60,60,2,3.72,65.7
2021-02-12,NEG_12_16,3.7,40,40,2,4.17,353.75
2021-02-13,NEG_12_16,3.39,40,40,2,4.17,353.75
2021-02-14,NEG_12_16,17.2,24,24,2,4.17,353.75
2021-02-15,NEG_12_16,7.68,40,40,2,4.17,131.75
2021-02-16,NEG_12_16,5.01,24,24,2,2.94,149.0
2021-02-17,NEG_12_16,6.0,40,40,2,4.57,78.65
2021-02-18,NEG_12_16,6.0,100,100,2,2.75,283.1
2021-02-19,NEG_12_16,5.0,100,100,2,5.02,131.5
2021-02-20,NEG_12_16,20.0,16,16,2,5.02,131.5
2021-02-21,NEG_12_16,23.48,16,16,2,5.02,131.5
2021-02-22,NEG_12_16,11.91,100,100,2,5.71,100.5
2021-02-23,NEG_12_16,10.34,100,100,2,2.11,327.15
2021-02-24,NEG_12_16,35.12,50,50,2,2.97,140.05
2021-02-25,NEG_12_16,21.0,100,100,2,8.42,355.0
2021-02-26,NEG_12_16,15.04,100,78,2,2.1,165.15
2021-02-27,NEG_12_16,18.18,100,100,2,2.1,165.15
2021-02-28,NEG_12_16,24.57,25,25,2,2.1,165.15
2021-03-01,NEG_12_16,11.0,100,100,3,3.1,315.85
2021-03-02,NEG_12_16,12.02,40,40,3,4.16,51.05
2021-03-03,NEG_12_16,10.59,100,85,3,8.12,149.5
2021-03-04,NEG_12_16,8.0,24,24,3,5.77,221.0
2021-03-05,NEG_12_16,7.5,75,75,3,6.84,121.5
2021-03-06,NEG_12_16,21.42,100,100,3,6.84,121.5
2021-03-07,NEG_12_16,22.84,14,14,3,6.84,121.5
2021-03-08,NEG_12_16,10.3,100,100,3,3.05,69.3
2021-03-09,NEG_12_16,7.9,50,35,3,5.72,130.1
2021-03-10,NEG_12_16,6.62,24,24,3,6.4,178.75
2021-03-11,NEG_12_16,47.81,34,34,3,2.58,65.0
2021-03-12,NEG_12_16,64.5,24,24,3,2.7,183.0
2021-03-13,NEG_12_16,92.08,10,10,3,2.7,183.0
2021-03-14,NEG_12_16,92.5,14,14,3,2.7,183.0
2021-03-15,NEG_12_16,38.09,100,100,3,3.88,65.2
2021-03-16,NEG_12_16,16.84,100,100,3,3.72,432.5
2021-03-17,NEG_12_16,10.04,24,24,3,2.86,262.0
2021-03-18,NEG_12_16,8.08,24,24,3,2.7,144.05
2021-03-19,NEG_12_16,7.2,90,90,3,2.51,78.5
2021-03-20,NEG_12_16,7.83,16,16,3,2.51,78.5
2021-03-21,NEG_12_16,50.0,16,16,3,2.51,78.5
2021-03-22,NEG_12_16,17.8,35,35,3,6.03,311.5
2021-03-23,NEG_12_16,10.43,50,50,3,2.16,125.3
2021-03-24,NEG_12_16,9.01,22,22,3,2.94,101.25
2021-03-25,NEG_12_16,6.48,100,24,3,8.78,376.0
2021-03-26,NEG_12_16,21.59,20,20,3,2.14,141.1
2021-03-27,NEG_12_16,83.33,20,20,3,2.14,141.1
2021-03-28,NEG_12_16,138.0,20,20,3,2.14,141.1
2021-03-29,NEG_12_16,41.8,28,28,3,5.52,329.5
2021-03-30,NEG_12_16,34.67,40,40,3,4.14,247.75
2021-03-31,NEG_12_16,24.67,100,100,3,8.06,301.0
2021-04-01,NEG_12_16,19.62,40,40,4,6.31,50.85
2021-04-02,NEG_12_16,126.67,17,17,4,6.93,50.85
2021-04-03,NEG_12_16,69.0,12,12,4,6.93,50.85
2021-04-04,NEG_12_16,87.75,14,14,4,6.93,50.85
2021-04-05,NEG_12_16,228.1,14,14,4,2.94,148.0
2021-04-06,NEG_12_16,98.64,13,13,4,5.52,216.0
2021-04-07,NEG_12_16,66.23,20,20,4,5.58,64.9
2021-04-08,NEG_12_16,30.68,30,30,4,2.72,137.3
2021-04-09,NEG_12_16,34.01,50,50,4,3.81,177.75
2021-04-10,NEG_12_16,18.6,23,23,4,3.81,177.75
2021-04-11,NEG_12_16,50.03,13,13,4,3.81,177.75
2021-04-12,NEG_12_16,28.26,100,79,4,3.71,66.45
2021-04-13,NEG_12_16,42.36,35,35,4,2.46,65.25
2021-04-14,NEG_12_16,23.63,50,50,4,2.57,70.2
2021-04-15,NEG_12_16,21.0,100,100,4,2.46,290.1
2021-04-16,NEG_12_16,70.01,100,100,4,6.03,139.0
2021-04-17,NEG_12_16,60.0,100,30,4,6.03,139.0
2021-04-18,NEG_12_16,55.24,100,100,4,6.03,139.0
2021-04-19,NEG_12_16,32.87,100,100,4,2.01,80.05
2021-04-20,NEG_12_16,28.8,100,100,4,2.93,321.0
2021-04-21,NEG_12_16,28.67,100,100,4,8.04,127.15
2021-04-22,NEG_12_16,341.66,13,13,4,9.32,127.25
2021-04-23,NEG_12_16,112.2,24,24,4,3.64,380.0
2021-04-24,NEG_12_16,90.0,13,13,4,3.64,380.0
2021-04-25,NEG_12_16,226.67,13,13,4,3.64,380.0
2021-04-26,NEG_12_16,88.87,100,100,4,5.51,142.15
2021-04-27,NEG_12_16,70.0,100,24,4,4.14,313.65
2021-04-28,NEG_12_16,52.01,100,100,4,8.15,274.5
2021-04-29,NEG_12_16,41.0,20,20,4,5.68,294.35
2021-04-30,NEG_12_16,37.28,100,100,4,6.97,51.4
2021-05-01,NEG_12_16,789.09,50,48,5,6.97,51.4
2021-05-02,NEG_12_16,324.45,20,20,5,6.97,51.4
2021-05-03,NEG_12_16,4714.26,40,40,5,2.89,148.25
2021-05-04,NEG_12_16,845.0,50,31,5,3.66,262.25
2021-05-05,NEG_12_16,456.0,20,20,5,5.47,64.25
2021-05-06,NEG_12_16,291.2,20,20,5,2.73,143.5
2021-05-07,NEG_12_16,184.5,20,20,5,3.92,172.3
2021-05-08,NEG_12_16,170.24,20,17,5,3.92,172.3
2021-05-09,NEG_12_16,911.16,50,50,5,3.92,172.3
2021-05-10,NEG_12_16,431.12,20,20,5,4.23,139.25
2021-05-11,NEG_12_16,220.6,20,20,5,2.58,123.0
2021-05-12,NEG_12_16,128.0,20,20,5,4.83,70.3
2021-05-13,NEG_12_16,128.0,20,20,5,2.69,290.65
2021-05-14,NEG_12_16,95.0,20,20,5,2.52,135.1
2021-05-15,NEG_12_16,77.5,13,13,5,2.52,135.1
2021-05-16,NEG_12_16,192.22,13,13,5,2.52,135.1
2021-05-17,NEG_12_16,98.0,20,20,5,6.36,81.55
2021-05-18,NEG_12_16,74.96,20,20,5,2.01,319.5
2021-05-19,NEG_12_16,53.13,20,20,5,2.96,333.6
2021-05-20,NEG_12_16,46.25,11,11,5,3.07,123.8
2021-05-21,NEG_12_16,250.0,11,11,5,9.29,384.75
2021-05-22,NEG_12_16,683.08,20,20,5,9.29,384.75
2021-05-23,NEG_12_16,671.67,20,20,5,9.29,384.75
2021-05-24,NEG_12_16,556.5,20,20,5,3.6,143.9
2021-05-25,NEG_12_16,395.12,20,20,5,6.3,168.0
2021-05-26,NEG_12_16,202.51,20,20,5,4.57,380.0
2021-05-27,NEG_12_16,159.59,40,32,5,7.84,237.1
2021-05-28,NEG_12_16,102.35,40,40,5,5.68,267.85
2021-05-29,NEG_12_16,128.48,20,20,5,5.68,267.85
2021-05-30,NEG_12_16,234.64,40,40,5,5.68,267.85
2021-05-31,NEG_12_16,112.78,40,40,5,5.68,267.85
2021-06-01,NEG_12_16,77.28,11,11,6,6.75,50.8
2021-06-02,NEG_12_16,60.4,12,12,6,6.94,122.2
2021-06-03,NEG_12_16,290.0,100,23,6,2.41,266.65
2021-06-04,NEG_12_16,143.75,40,40,6,3.71,66.6
2021-06-05,NEG_12_16,99.7,40,40,6,3.71,66.6
2021-06-06,NEG_12_16,138.8,20,20,6,3.71,66.6
2021-06-07,NEG_12_16,90.24,20,20,6,5.72,140.2
2021-06-08,NEG_12_16,65.39,40,40,6,2.7,182.5
2021-06-09,NEG_12_16,47.0,20,20,6,2.88,136.0
2021-06-10,NEG_12_16,2600.0,100,100,6,4.25,425.2
2021-06-11,NEG_12_16,305.5,20,20,6,2.4,124.5
2021-06-12,NEG_12_16,323.2,20,20,6,2.4,124.5
2021-06-13,NEG_12_16,430.0,20,20,6,2.4,124.5
2021-06-14,NEG_12_16,150.0,20,20,6,2.66,68.8
2021-06-15,NEG_12_16,74.77,20,20,6,4.53,280.7
2021-06-16,NEG_12_16,60.72,20,20,6,2.55,82.5
2021-06-17,NEG_12_16,60.68,50,50,6,2.52,106.0
2021-06-18,NEG_12_16,48.4,100,100,6,6.28,326.2
2021-06-19,NEG_12_16,129.8,20,20,6,6.28,326.2
2021-06-20,NEG_12_16,150.0,20,20,6,6.28,326.2
2021-06-21,NEG_12_16,81.08,20,20,6,2.24,124.65
2021-06-22,NEG_12_16,51.58,100,100,6,3.13,385.0
2021-06-23,NEG_12_16,39.55,100,100,6,8.7,168.2
2021-06-24,NEG_12_16,29.08,100,100,6,3.69,363.05
2021-06-25,NEG_12_16,24.51,100,100,6,6.03,232.65
2021-06-26,NEG_12_16,45.0,12,12,6,6.03,232.65
2021-06-27,NEG_12_16,138.33,12,12,6,6.03,232.65
2021-06-28,NEG_12_16,63.71,100,100,6,7.59,261.6
2021-06-29,NEG_12_16,37.8,100,100,6,4.91,200.9
2021-06-30,NEG_12_16,26.1,50,50,6,7.92,129.1
2021-07-01,NEG_12_16,18.06,100,100,7,5.57,263.3
2021-07-02,NEG_12_16,12.72,50,50,7,5.43,68.5
2021-07-03,NEG_12_16,28.21,10,10,7,5.43,68.5
2021-07-04,NEG_12_16,38.46,10,10,7,5.43,68.5
2021-07-05,NEG_12_16,24.33,100,100,7,5.43,68.25
2021-07-06,NEG_12_16,34.8,50,50,7,6.14,186.1
2021-07-07,NEG_12_16,21.26,10,10,7,2.4,129.65
2021-07-08,NEG_12_16,14.68,50,50,7,3.82,65.5
2021-07-09,NEG_12_16,11.53,100,100,7,5.96,439.0
2021-07-10,NEG_12_16,26.73,10,10,7,5.96,439.0
2021-07-11,NEG_12_16,36.3,10,10,7,5.96,439.0
2021-07-12,NEG_12_16,31.47,100,100,7,3.91,123.35
2021-07-13,NEG_12_16,25.88,60,60,7,2.84,67.2
2021-07-14,NEG_12_16,20.77,50,50,7,4.01,295.0
2021-07-15,NEG_12_16,19.0,50,50,7,2.43,127.15
2021-07-16,NEG_12_16,17.26,50,50,7,2.66,105.75
2021-07-17,NEG_12_16,394.0,10,10,7,2.66,105.75
2021-07-18,NEG_12_16,347.0,10,10,7,2.66,105.75
2021-07-19,NEG_12_16,91.75,40,40,7,4.53,330.0
2021-07-20,NEG_12_16,48.72,50,50,7,2.54,125.5
2021-07-21,NEG_12_16,32.0,50,50,7,2.53,388.9
2021-07-22,NEG_12_16,22.64,80,80,7,7.03,320.0
2021-07-23,NEG_12_16,18.0,100,100,7,2.27,169.0
2021-07-24,NEG_12_16,70.0,10,10,7,2.27,169.0
2021-07-25,NEG_12_16,118.46,10,10,7,2.27,169.0
2021-07-26,NEG_12_16,39.11,24,24,7,3.13,341.0
2021-07-27,NEG_12_16,26.77,80,80,7,8.96,230.0
2021-07-28,NEG_12_16,32.7,10,10,7,3.67,157.5
2021-07-29,NEG_12_16,228.9,10,10,7,4.06,191.5
2021-07-30,NEG_12_16,104.0,10,10,7,7.83,134.55
2021-07-31,NEG_12_16,367.52,10,10,7,7.83,134.55
2021-08-01,NEG_12_16,126.06,10,10,8,7.83,134.55
2021-08-02,NEG_12_16,48.79,10,10,8,5.03,256.5
2021-08-03,NEG_12_16,28.3,10,10,8,8.0,172.6
2021-08-04,NEG_12_16,21.7,50,50,8,2.86,68.6
2021-08-05,NEG_12_16,15.34,50,50,8,4.98,187.75
2021-08-06,NEG_12_16,69.27,11,11,8,5.87,128.0
2021-08-07,NEG_12_16,65.72,10,10,8,5.87,128.0
2021-08-08,NEG_12_16,445.0,10,10,8,5.87,128.0
2021-08-09,NEG_12_16,140.12,10,10,8,2.44,66.0
2021-08-10,NEG_12_16,47.02,11,11,8,3.81,418.0
2021-08-11,NEG_12_16,26.45,50,50,8,6.25,126.75
2021-08-12,NEG_12_16,21.64,50,50,8,4.08,67.55
2021-08-13,NEG_12_16,23.6,50,50,8,3.64,310.85
2021-08-14,NEG_12_16,230.0,11,11,8,3.64,310.85
2021-08-15,NEG_12_16,219.0,11,11,8,3.64,310.85
2021-08-16,NEG_12_16,134.4,11,11,8,2.91,125.0
2021-08-17,NEG_12_16,99.0,11,11,8,3.96,108.25
2021-08-18,NEG_12_16,60.16,11,11,8,2.51,323.0
2021-08-19,NEG_12_16,34.21,80,80,8,2.69,126.8
2021-08-20,NEG_12_16,23.68,60,60,8,4.63,145.75
2021-08-21,NEG_12_16,39.98,10,10,8,4.63,145.75
2021-08-22,NEG_12_16,57.14,11,11,8,4.63,145.75
2021-08-23,NEG_12_16,33.24,50,50,8,2.43,328.75
2021-08-24,NEG_12_16,23.76,80,80,8,2.17,169.7
2021-08-25,NEG_12_16,46.65,11,11,8,2.93,337.0
2021-08-26,NEG_12_16,26.0,11,11,8,7.39,51.05
2021-08-27,NEG_12_16,23.2,11,11,8,2.19,152.0
2021-08-28,NEG_12_16,79.16,11,11,8,2.19,152.0
2021-08-29,NEG_12_16,109.0,11,11,8,2.19,152.0
2021-08-30,NEG_12_16,47.07,80,80,8,3.15,152.0
2021-08-31,NEG_12_16,32.38,80,80,8,8.85,188.8
2021-09-01,NEG_12_16,25.0,80,80,9,4.09,63.3
2021-09-02,NEG_12_16,20.8,50,50,9,8.2,134.9
2021-09-03,NEG_12_16,23.0,50,50,9,4.94,260.9
2021-09-04,NEG_12_16,39.0,11,11,9,4.94,260.9
2021-09-05,NEG_12_16,103.5,11,11,9,4.94,260.9
2021-09-06,NEG_12_16,38.7,50,50,9,4.94,138.55
2021-09-07,NEG_12_16,28.28,80,80,9,6.44,172.1
2021-09-08,NEG_12_16,23.36,80,80,9,2.95,68.0
2021-09-09,NEG_12_16,20.32,80,80,9,4.88,188.15
2021-09-10,NEG_12_16,17.2,80,80,9,6.24,132.0
2021-09-11,NEG_12_16,28.8,50,50,9,6.24,132.0
2021-09-12,NEG_12_16,76.16,10,10,9,6.24,132.0
2021-09-13,NEG_12_16,34.0,80,80,9,2.55,65.8
2021-09-14,NEG_12_16,26.37,80,80,9,3.93,367.5
2021-09-15,NEG_12_16,35.0,80,80,9,2.75,135.0
2021-09-16,NEG_12_16,35.0,80,80,9,4.25,135.1
2021-09-17,NEG_12_16,26.57,80,80,9,3.67,83.8
2021-09-18,NEG_12_16,66.0,50,50,9,3.67,83.8
2021-09-19,NEG_12_16,83.96,50,50,9,3.67,83.8
2021-09-20,NEG_12_16,39.94,80,80,9,2.87,313.15
2021-09-21,NEG_12_16,33.95,80,80,9,3.94,122.45
2021-09-22,NEG_12_16,273.5,50,50,9,2.67,110.0
2021-09-23,NEG_12_16,1000.0,50,48,9,4.73,317.5
2021-09-24,NEG_12_16,232.42,50,50,9,6.64,146.0
2021-09-25,NEG_12_16,114.56,50,50,9,6.64,146.0
2021-09-26,NEG_12_16,90.12,50,50,9,6.64,146.0
2021-09-27,NEG_12_16,51.57,24,24,9,2.19,342.0
2021-09-28,NEG_12_16,37.95,50,50,9,2.96,170.85
2021-09-29,NEG_12_16,46.22,50,50,9,7.64,262.0
2021-09-30,NEG_12_16,360.5,11,11,9,3.3,142.1
2021-10-01,NEG_12_16,223.59,11,11,10,6.43,190.65
2021-10-02,NEG_12_16,177.29,11,11,10,6.43,190.65
2021-10-03,NEG_12_16,345.6,11,11,10,6.43,190.65
2021-10-04,NEG_12_16,127.61,11,11,10,4.06,64.0
2021-10-05,NEG_12_16,79.08,50,50,10,8.87,134.9
2021-10-06,NEG_12_16,66.9,50,50,10,5.35,68.5
2021-10-07,NEG_12_16,286.0,50,40,10,6.6,136.0
2021-10-08,NEG_12_16,146.67,50,50,10,3.03,165.0
2021-10-09,NEG_12_16,237.04,50,50,10,3.03,165.0
2021-10-10,NEG_12_16,184.4,11,11,10,3.03,165.0
2021-10-11,NEG_12_16,626.67,50,50,10,5.15,67.35
2021-10-12,NEG_12_16,268.0,60,60,10,5.88,189.5
2021-10-13,NEG_12_16,827.78,60,60,10,2.59,65.8
2021-10-14,NEG_12_16,4140.0,50,50,10,2.75,363.95
2021-10-15,NEG_12_16,942.2,50,50,10,4.86,300.0
2021-10-16,NEG_12_16,538.2,11,11,10,4.86,300.0
2021-10-17,NEG_12_16,408.0,50,50,10,4.86,300.0
2021-10-18,NEG_12_16,246.68,50,50,10,3.7,129.45
2021-10-19,NEG_12_16,183.05,50,50,10,2.91,84.8
2021-10-20,NEG_12_16,680.25,11,11,10,2.6,319.0
2021-10-21,NEG_12_16,672.5,11,11,10,2.56,110.0
2021-10-22,NEG_12_16,562.7,11,11,10,6.68,390.0
2021-10-23,NEG_12_16,389.72,11,11,10,6.68,390.0
2021-10-24,NEG_12_16,354.13,11,10,10,6.68,390.0
2021-10-25,NEG_12_16,177.0,30,30,10,2.09,147.6
2021-10-26,NEG_12_16,116.11,24,24,10,2.97,344.0
2021-10-27,NEG_12_16,112.92,50,50,10,7.74,241.5
2021-10-28,NEG_12_16,95.0,50,50,10,3.75,265.85
2021-10-29,NEG_12_16,85.68,50,50,10,6.16,142.0
2021-10-30,NEG_12_16,88.0,11,11,10,6.16,142.0
2021-10-31,NEG_12_16,121.46,11,11,10,6.16,142.0
2021-11-01,NEG_12_16,97.37,11,11,11,3.93,190.55
2021-11-02,NEG_12_16,67.83,24,24,11,8.77,65.0
2021-11-03,NEG_12_16,46.13,24,24,11,8.25,70.5
2021-11-04,NEG_12_16,39.88,60,60,11,5.51,139.0
2021-11-05,NEG_12_16,30.0,70,70,11,6.44,172.7
2021-11-06,NEG_12_16,74.0,10,10,11,6.44,172.7
2021-11-07,NEG_12_16,150.22,11,11,11,6.44,172.7
2021-11-08,NEG_12_16,80.0,39,39,11,2.98,67.0
2021-11-09,NEG_12_16,50.89,50,50,11,4.79,66.05
2021-11-10,NEG_12_16,38.0,30,30,11,6.59,68.35
2021-11-11,NEG_12_16,28.64,120,120,11,2.73,320.0
2021-11-12,NEG_12_16,24.25,50,50,11,4.27,133.8
2021-11-13,NEG_12_16,26.68,11,11,11,4.27,133.8
2021-11-14,NEG_12_16,38.0,11,11,11,4.27,133.8
2021-11-15,NEG_12_16,23.11,30,30,11,3.42,85.85
2021-11-16,NEG_12_16,17.82,30,30,11,2.41,325.5
2021-11-17,NEG_12_16,18.16,50,50,11,2.45,126.65
2021-11-18,NEG_12_16,36.1,50,50,11,2.62,397.5
2021-11-19,NEG_12_16,36.59,50,12,11,7.0,150.0
2021-11-20,NEG_12_16,36.72,50,50,11,7.0,150.0
2021-11-21,NEG_12_16,30.48,50,50,11,7.0,150.0
2021-11-22,NEG_12_16,21.38,50,50,11,2.01,350.5
2021-11-23,NEG_12_16,17.01,30,29,11,2.97,329.0
2021-11-24,NEG_12_16,12.24,30,30,11,7.66,243.15
2021-11-25,NEG_12_16,10.85,50,49,11,7.66,280.1
2021-11-26,NEG_12_16,8.91,50,50,11,8.61,139.0
2021-11-27,NEG_12_16,7.56,25,25,11,8.61,139.0
2021-11-28,NEG_12_16,6.8,15,15,11,8.61,139.0
2021-11-29,NEG_12_16,6.02,50,50,11,3.7,250.25
2021-11-30,NEG_12_16,37.48,15,15,11,6.69,70.15
2021-12-01,NEG_12_16,37.48,15,15,12,3.86,148.9
2021-12-02,NEG_12_16,23.72,30,30,12,5.23,169.0
2021-12-03,NEG_12_16,24.79,50,50,12,8.28,132.0
2021-12-04,NEG_12_16,17.85,30,30,12,8.28,132.0
2021-12-05,NEG_12_16,19.0,15,15,12,8.28,132.0
2021-12-06,NEG_12_16,11.45,30,30,12,5.59,138.65
2021-12-07,NEG_12_16,9.94,30,30,12,6.74,68.85
2021-12-08,NEG_12_16,4.34,25,25,12,3.0,321.35
2021-12-09,NEG_12_16,2.53,50,50,12,3.79,134.4
2021-12-10,NEG_12_16,2.0,15,15,12,6.94,85.7
2021-12-11,NEG_12_16,1.52,15,15,12,6.94,85.7
2021-12-12,NEG_12_16,3.57,15,15,12,6.94,85.7
2021-12-13,NEG_12_16,1.58,111,111,12,2.67,319.0
2021-12-14,NEG_12_16,1.28,110,110,12,4.26,317.15
2021-12-15,NEG_12_16,1.08,110,110,12,4.2,131.1
2021-12-16,NEG_12_16,0.93,50,50,12,2.57,395.0
2021-12-17,NEG_12_16,1.0,80,80,12,4.66,149.7
2021-12-18,NEG_12_16,0.88,15,15,12,4.66,149.7
2021-12-19,NEG_12_16,23.99,15,15,12,4.66,149.7
2021-12-20,NEG_12_16,7.36,80,80,12,2.57,171.7
2021-12-21,NEG_12_16,2.8,108,108,12,2.62,336.0
2021-12-22,NEG_12_16,1.68,115,115,12,7.3,244.95
2021-12-23,NEG_12_16,1.5,15,15,12,2.11,272.5
2021-12-24,NEG_12_16,8.0,113,113,12,2.11,136.5
2021-12-25,NEG_12_16,4.23,25,25,12,2.11,136.5
2021-12-26,NEG_12_16,4.66,13,13,12,2.11,136.5
2021-12-27,NEG_12_16,2.54,15,15,12,2.96,247.0
2021-12-28,NEG_12_16,2.46,15,15,12,3.35,69.9
